bairro,area_m2,quartos,banheiros,vagas,andar,idade_anos,preco
Tijuca,319,1,1,2,18,2.0,2964852.91
Botafogo,151,2,3,2,2,48.0,1454024.2
Tijuca,191,2,3,2,9,34.0,1166682.5
Barra da Tijuca,83,3,4,3,8,,961517.03
Ipanema,140,5,6,0,17,9.0,2307356.17
Flamengo,275,2,3,0,6,55.0,1963325.04
Meier,233,4,5,0,5,48.0,842115.8
Vila Isabel,93,4,4,3,22,29.0,508413.66
Flamengo,202,1,3,2,11,53.0,1509743.49
Leblon,288,3,3,0,18,8.0,6141754.51
Ipanema,65,3,4,0,14,17.0,1015110.47
Recreio,45,3,3,1,15,2.0,327720.48
Jacarepagua,152,1,1,0,17,9.0,1222974.46
Botafogo,238,3,4,2,16,,1961357.44
Laranjeiras,126,1,3,1,22,24.0,1227100.43
Meier,291,5,5,1,19,38.0,1045017.62
Laranjeiras,300,3,4,0,7,52.0,2627339.53
Ipanema,198,1,3,2,4,45.0,2887984.31
Vila Isabel,148,3,4,3,21,23.0,878126.68
Botafogo,38,5,5,2,9,20.0,367469.01
Recreio,292,4,4,3,7,,2816763.73
Recreio,315,2,4,3,2,49.0,1137315.15
Vila Isabel,168,5,5,3,13,59.0,718537.37
Tijuca,192,1,1,2,12,30.0,1274264.38
Botafogo,269,2,2,0,20,29.0,2728417.09
Barra da Tijuca,250,1,3,1,18,50.0,3655320.11
Barra da Tijuca,68,5,6,1,18,20.0,823289.64
Leblon,243,4,6,2,13,24.0,5754467.07
Leblon,325,3,4,3,21,53.0,7385109.17
Botafogo,268,4,4,2,24,22.0,3234163.0
Jacarepagua,181,2,2,1,20,55.0,778547.7
Barra da Tijuca,195,1,1,3,8,9.0,2032656.89
Barra da Tijuca,109,5,5,2,6,29.0,1387410.43
Flamengo,239,5,6,3,0,29.0,2547679.02
Botafogo,103,1,1,2,24,18.0,1249321.53
Grajau,136,1,1,2,18,57.0,879213.1
Laranjeiras,111,3,4,1,23,28.0,1404291.05
Leblon,133,1,2,1,19,52.0,2668742.15
Tijuca,144,4,6,1,10,13.0,885241.5
Leblon,51,5,6,1,3,20.0,1032797.19
Tijuca,258,2,3,2,1,28.0,2016156.9
Barra da Tijuca,168,2,3,1,19,33.0,1922368.08
Ipanema,333,5,5,0,7,13.0,7110630.3
Copacabana,83,2,3,0,9,18.0,937636.35
Recreio,242,2,3,3,20,37.0,1936586.04
Flamengo,83,1,1,1,12,16.0,766831.69
Tijuca,202,5,6,2,23,45.0,1340477.91
Vila Isabel,184,5,6,3,13,28.0,1130324.16
Barra da Tijuca,170,1,3,0,20,58.0,1309556.08
Grajau,237,5,5,3,3,14.0,1462281.92
Botafogo,294,1,3,2,9,50.0,2065785.33
Meier,127,1,2,2,4,29.0,571962.6
Laranjeiras,301,2,4,1,1,5.0,2467750.89
Copacabana,85,3,4,2,24,42.0,1039470.68
Grajau,120,5,6,0,12,12.0,965460.18
Barra da Tijuca,125,4,4,1,8,8.0,1758753.19
Jacarepagua,334,1,3,3,9,31.0,1433100.69
Centro,63,3,3,1,6,47.0,293460.76
Centro,153,5,5,2,3,15.0,687718.07
Copacabana,162,4,5,3,22,37.0,1719784.2
Grajau,285,2,4,2,2,0.0,2210628.19
Centro,182,1,3,1,9,11.0,1238856.72
Santa Teresa,339,3,5,3,3,,2284636.88
Jacarepagua,265,3,4,3,23,0.0,2107512.2
Centro,253,2,4,2,5,21.0,1446834.8
Recreio,269,1,2,0,9,30.0,1959830.06
Grajau,77,1,2,1,18,3.0,654535.1
Vila Isabel,170,3,3,1,14,58.0,953612.22
Grajau,215,5,6,0,9,30.0,1231708.06
Jacarepagua,92,3,3,1,14,20.0,561794.68
Laranjeiras,63,3,3,0,10,58.0,426484.16
Barra da Tijuca,69,5,6,2,7,33.0,541647.46
Recreio,281,4,5,1,14,40.0,2179529.36
Laranjeiras,238,4,4,2,9,5.0,1856352.35
Ipanema,116,3,4,1,24,9.0,2343279.49
Flamengo,264,4,4,2,11,2.0,2122341.94
Copacabana,250,3,4,2,18,30.0,2479452.8
Meier,290,4,6,0,5,50.0,1146407.27
Jacarepagua,320,4,6,1,16,54.0,1786590.66
Jacarepagua,311,4,4,2,13,34.0,1517449.68
Jacarepagua,83,5,6,2,18,3.0,448463.25
Jacarepagua,275,2,3,0,11,37.0,1496246.32
Recreio,152,4,4,3,17,38.0,1098519.01
Recreio,156,1,1,0,1,35.0,1229793.43
Meier,235,3,3,3,17,43.0,933764.66
Laranjeiras,220,5,6,2,18,33.0,1962376.87
Meier,161,4,5,1,12,42.0,1016201.82
Centro,349,2,2,0,0,29.0,1726110.32
Vila Isabel,81,4,6,3,14,9.0,553073.28
Santa Teresa,56,2,2,2,19,4.0,360967.33
Ipanema,34,3,5,3,11,54.0,411026.36
Flamengo,289,2,3,3,2,26.0,2714558.18
Botafogo,157,4,4,0,9,19.0,1552445.41
Leblon,167,1,2,2,24,17.0,4112126.83
Laranjeiras,235,3,5,1,6,3.0,2409354.7
Ipanema,166,5,6,3,13,56.0,1838218.36
Vila Isabel,211,4,6,0,8,4.0,1610717.06
Laranjeiras,43,3,5,0,17,13.0,337165.31
Santa Teresa,75,5,5,2,10,27.0,482423.37
Flamengo,327,1,3,2,9,21.0,3163626.0
Grajau,171,5,6,2,14,2.0,1566025.67
Ipanema,79,2,4,1,14,19.0,1169643.99
Grajau,145,5,6,1,12,46.0,846795.22
Leblon,133,5,6,3,6,15.0,2852988.33
Tijuca,114,4,5,3,2,51.0,706781.11
Ipanema,120,4,6,3,17,21.0,2470051.52
Recreio,262,4,4,1,8,0.0,2175699.4
Laranjeiras,59,2,4,3,15,6.0,673169.39
Tijuca,125,1,1,1,9,48.0,893138.65
Vila Isabel,177,2,4,3,21,24.0,1418115.83
Centro,200,3,3,3,17,58.0,994018.19
Centro,311,4,4,0,10,47.0,1534260.99
Santa Teresa,325,2,2,3,8,1.0,2498950.99
Recreio,121,3,4,2,18,18.0,796907.16
Barra da Tijuca,200,1,1,3,0,43.0,1955904.53
Santa Teresa,32,1,2,2,1,3.0,257691.11
Meier,225,5,6,0,2,59.0,866689.81
Centro,74,5,5,3,8,9.0,480518.12
Tijuca,48,5,6,0,12,47.0,228247.79
Botafogo,243,2,4,3,7,50.0,2018279.04
Leblon,82,3,4,0,4,30.0,2032061.27
Botafogo,180,4,6,3,7,48.0,1790059.98
Leblon,57,2,3,1,12,53.0,1067293.27
Laranjeiras,267,4,4,0,7,44.0,2167717.46
Copacabana,273,4,5,0,14,42.0,2617409.56
Centro,211,3,4,1,9,23.0,862771.15
Santa Teresa,296,3,3,3,23,17.0,2581548.85
Laranjeiras,166,2,4,3,24,52.0,826996.76
Recreio,85,5,5,2,16,13.0,693952.62
Copacabana,74,5,5,2,13,24.0,831776.8
Vila Isabel,96,5,5,1,0,30.0,494821.53
Copacabana,90,4,6,3,15,23.0,1362144.53
Flamengo,130,2,3,1,9,22.0,1539927.35
Flamengo,94,4,6,3,7,35.0,926989.29
Leblon,217,2,3,1,19,19.0,4074268.36
Laranjeiras,73,5,5,1,1,59.0,632978.68
Leblon,227,2,3,1,6,10.0,5340329.88
Botafogo,133,3,3,2,19,23.0,1217432.03
Vila Isabel,248,1,2,2,23,50.0,1354650.53
Santa Teresa,191,1,1,3,12,28.0,1593208.2
Botafogo,319,2,4,0,13,42.0,2687086.91
Grajau,167,3,4,0,24,38.0,1082872.37
Grajau,120,1,1,3,2,19.0,804250.68
Laranjeiras,216,5,6,3,12,44.0,1416438.27
Leblon,239,1,2,0,6,14.0,4832584.21
Tijuca,167,5,5,3,11,44.0,872143.34
Flamengo,206,2,3,1,22,7.0,2494085.39
Santa Teresa,178,2,2,3,14,41.0,1046332.98
Vila Isabel,124,1,3,3,24,6.0,913965.58
Recreio,126,5,6,2,12,52.0,664913.5
Botafogo,319,4,6,0,21,37.0,2622848.59
Santa Teresa,244,1,3,3,4,2.0,1621683.44
Tijuca,56,1,3,0,8,6.0,405292.22
Barra da Tijuca,337,4,5,1,6,11.0,4379625.1
Santa Teresa,256,5,5,2,19,57.0,1691159.36
Meier,41,1,2,0,12,35.0,144777.1
Botafogo,261,2,3,1,5,16.0,2638868.05
Copacabana,216,3,3,3,4,16.0,2158486.63
Recreio,322,1,3,0,9,1.0,3073894.09
Santa Teresa,184,2,4,1,3,12.0,1348053.52
Recreio,193,1,2,0,17,51.0,1309979.18
Flamengo,127,3,5,2,21,35.0,1028392.52
Botafogo,129,4,6,0,24,22.0,1780375.77
Laranjeiras,225,3,3,1,5,1.0,1760255.65
Laranjeiras,294,2,3,2,10,20.0,2481127.22
Centro,314,3,5,0,12,22.0,1806051.87
Laranjeiras,275,3,4,0,12,7.0,2571568.68
Meier,223,1,3,3,11,36.0,939459.56
Barra da Tijuca,187,1,2,3,5,39.0,1460776.21
Laranjeiras,135,1,1,0,2,59.0,818480.8
Vila Isabel,274,5,6,3,10,21.0,1432837.14
Vila Isabel,128,4,5,1,2,16.0,967824.27
Botafogo,112,1,3,0,1,49.0,1252370.13
Flamengo,307,2,2,3,13,21.0,2903952.9
Copacabana,216,3,3,1,21,37.0,1842423.94
Meier,140,1,1,1,13,44.0,710451.27
Meier,306,5,6,0,0,,1062142.16
Barra da Tijuca,337,5,6,3,21,19.0,4020212.74
Santa Teresa,128,2,3,1,17,37.0,820084.33
Grajau,194,1,3,2,7,7.0,1254508.34
Copacabana,182,2,4,0,6,46.0,1639967.14
Botafogo,253,3,4,3,22,2.0,2455688.33
Botafogo,334,5,6,3,11,41.0,2756989.95
Grajau,203,2,2,2,3,12.0,1563198.51
Jacarepagua,284,2,4,1,7,27.0,1517869.69
Flamengo,218,2,4,2,6,4.0,2241854.82
Vila Isabel,313,1,3,1,10,41.0,1129645.2
Laranjeiras,156,1,3,3,8,,1513944.0
Ipanema,150,3,4,2,13,39.0,2076753.6
Leblon,162,4,4,0,8,20.0,3898321.68
Barra da Tijuca,348,1,3,3,16,0.0,4998986.15
Barra da Tijuca,223,2,3,0,12,34.0,2335509.22
Laranjeiras,74,5,6,1,23,41.0,466327.88
Leblon,38,5,6,1,20,39.0,981776.59
Barra da Tijuca,193,4,4,0,8,15.0,2704472.63
Botafogo,286,3,4,3,1,42.0,2821130.47
Leblon,180,3,4,3,14,32.0,4530296.83
Leblon,207,2,3,0,8,12.0,4601635.38
Leblon,284,2,2,1,22,6.0,8091905.83
Meier,192,2,2,1,10,,931429.04
Recreio,320,4,5,2,7,1.0,3111031.34
Recreio,232,4,4,2,8,42.0,1467063.25
Jacarepagua,262,4,4,2,21,0.0,1605775.06
Laranjeiras,278,4,4,0,2,,2679158.84
Vila Isabel,228,1,3,2,23,9.0,1278063.9
Jacarepagua,41,4,4,0,5,19.0,239471.73
Centro,163,5,6,0,21,1.0,1024969.88
Laranjeiras,70,4,4,3,13,37.0,405119.37
Flamengo,190,3,4,0,14,7.0,1827165.75
Leblon,71,2,2,0,5,,1153818.72
Santa Teresa,190,4,4,1,18,33.0,1560403.68
Leblon,136,3,4,2,16,5.0,3285356.67
Recreio,31,2,4,2,12,24.0,299159.54
Centro,65,3,3,0,11,8.0,425807.87
Recreio,188,1,2,3,14,58.0,1113124.24
Botafogo,50,5,6,1,11,,474515.7
Grajau,303,4,5,2,24,48.0,1711140.56
Ipanema,271,2,4,0,1,22.0,4682490.24
Botafogo,255,4,4,3,6,8.0,2798472.26
Santa Teresa,80,1,3,1,21,14.0,595685.83
Flamengo,283,2,2,3,19,25.0,2714991.77
Ipanema,231,4,5,1,8,46.0,3560067.22
Laranjeiras,151,1,2,2,12,25.0,1129642.36
Santa Teresa,25,4,4,2,0,55.0,151894.94
Ipanema,196,5,6,0,4,21.0,2458038.85
Recreio,283,3,5,0,23,13.0,2923675.65
Jacarepagua,35,2,2,1,16,29.0,209248.16
Ipanema,42,4,4,0,0,6.0,912537.88
Botafogo,149,2,4,2,19,40.0,1195288.65
Leblon,191,4,5,0,10,6.0,5007368.3
Leblon,179,4,4,2,14,,3892146.27
Recreio,163,1,3,0,21,22.0,1325324.39
Recreio,107,1,3,0,20,21.0,844815.63
Botafogo,44,1,2,1,3,36.0,337263.27
Tijuca,35,1,1,2,9,42.0,172959.94
Leblon,57,2,2,1,6,55.0,830903.37
Laranjeiras,249,1,2,1,22,17.0,1949966.15
Botafogo,280,5,5,1,19,48.0,3176693.64
Grajau,166,5,6,1,16,50.0,729155.8
Meier,50,1,1,1,1,59.0,199196.09
Vila Isabel,160,2,2,3,20,57.0,871418.4
Centro,345,4,4,2,14,47.0,1785260.42
Botafogo,106,4,5,1,6,17.0,1172295.63
Centro,184,3,4,2,11,41.0,1057400.65
Tijuca,199,5,6,2,11,47.0,1123988.48
Ipanema,132,4,6,3,7,17.0,2279681.47
Botafogo,167,4,5,2,22,,1481453.66
Tijuca,178,3,3,0,22,42.0,1399383.98
Leblon,179,3,5,2,1,29.0,4449661.76
Copacabana,258,2,4,3,23,51.0,2111191.38
Santa Teresa,213,3,4,0,10,,1212990.83
Jacarepagua,42,5,5,0,19,41.0,238100.06
Recreio,27,2,4,2,19,47.0,223112.71
Grajau,158,1,3,3,14,2.0,1515500.82
Botafogo,320,3,4,1,18,24.0,3750094.18
Recreio,36,4,4,2,17,31.0,339286.08
Vila Isabel,48,5,5,2,21,12.0,404771.88
Centro,245,3,3,2,10,52.0,1393148.18
Barra da Tijuca,171,4,4,0,18,37.0,2235819.69
Botafogo,99,2,2,1,24,16.0,906289.42
Copacabana,92,3,4,3,23,26.0,1069591.95
Ipanema,241,3,3,3,3,6.0,4463196.65
Leblon,195,2,2,3,12,5.0,4367335.88
Laranjeiras,232,4,6,0,12,44.0,1811851.31
Centro,116,5,6,1,15,59.0,651483.45
Recreio,196,2,2,0,16,16.0,1467415.81
Laranjeiras,304,1,3,1,21,14.0,3323573.72
Leblon,127,5,6,3,13,41.0,2477896.57
Botafogo,153,5,6,1,17,30.0,1352494.33
Barra da Tijuca,78,5,6,0,22,8.0,906025.24
Grajau,232,2,3,2,2,40.0,977324.2
Centro,35,4,4,3,16,12.0,228720.17
Vila Isabel,105,4,5,2,9,6.0,685253.06
Botafogo,256,4,6,3,22,27.0,2368874.03
Vila Isabel,31,5,6,2,13,44.0,120280.98
Ipanema,346,5,6,2,15,31.0,6024559.67
Botafogo,156,3,3,3,18,38.0,1475575.4
Jacarepagua,154,1,3,1,6,14.0,790346.13
Copacabana,199,1,1,1,13,,1860014.16
Vila Isabel,232,5,6,2,19,,1257812.37
Grajau,174,5,5,2,19,31.0,1206436.79
Meier,312,1,1,1,5,14.0,1554810.21
Tijuca,337,2,2,1,20,57.0,1633481.82
Ipanema,90,2,3,0,4,4.0,1605233.29
Centro,254,2,4,2,6,,1325608.84
Meier,122,4,5,0,21,43.0,585557.79
Laranjeiras,348,3,3,1,15,6.0,3482713.29
Centro,107,3,3,1,13,15.0,601554.84
Ipanema,120,3,3,3,13,22.0,1774137.22
Ipanema,257,4,5,1,24,57.0,3191669.67
Laranjeiras,281,4,6,0,5,,1735759.61
Leblon,66,1,3,2,7,15.0,1636413.31
Santa Teresa,205,1,3,0,12,55.0,1347767.42
Ipanema,137,2,2,1,21,7.0,2662093.03
Flamengo,223,3,4,1,13,48.0,1884989.35
Santa Teresa,205,5,5,0,18,49.0,1418374.27
Recreio,345,5,6,3,20,23.0,2540242.58
Copacabana,328,4,5,1,22,2.0,4114243.27
Grajau,237,1,3,2,11,53.0,1194924.63
Leblon,245,1,2,3,11,58.0,5558315.28
Jacarepagua,317,3,3,1,2,22.0,1971344.91
Santa Teresa,84,3,4,3,2,11.0,657542.11
Laranjeiras,260,4,5,1,12,16.0,2902289.96
Copacabana,275,1,2,3,18,8.0,4095238.84
Vila Isabel,66,5,5,1,20,36.0,306827.26
Leblon,311,3,4,0,10,31.0,5867637.72
Laranjeiras,252,3,4,3,14,21.0,2287000.27
Centro,137,1,3,3,20,39.0,794648.94
Tijuca,182,5,6,3,7,37.0,1112725.45
Recreio,184,3,3,0,3,0.0,1563997.87
Ipanema,323,2,4,3,23,24.0,5309918.52
Santa Teresa,340,2,2,1,13,51.0,2497674.56
Botafogo,287,2,4,3,3,47.0,1920615.67
Tijuca,236,1,2,3,6,51.0,1271143.9
Jacarepagua,58,5,6,0,8,57.0,187208.82
Flamengo,322,5,6,1,5,3.0,2748889.98
Jacarepagua,68,5,6,1,10,16.0,412879.28
Jacarepagua,79,2,3,1,20,27.0,473752.39
Meier,47,3,5,2,18,30.0,228248.83
Vila Isabel,333,3,4,1,22,47.0,2147865.38
Barra da Tijuca,185,3,4,2,20,43.0,2498512.18
Vila Isabel,101,3,4,2,7,42.0,531213.17
Laranjeiras,51,3,4,0,1,9.0,482479.09
Santa Teresa,158,4,4,0,3,40.0,956696.43
Grajau,260,1,1,2,19,47.0,1667928.49
Laranjeiras,348,1,3,0,8,45.0,2187375.52
Botafogo,204,5,6,0,18,34.0,2577018.04
Laranjeiras,222,5,6,2,11,5.0,2540327.62
Laranjeiras,296,5,5,1,22,8.0,2457585.68
Tijuca,318,2,4,0,12,44.0,1738536.04
Flamengo,115,3,4,1,22,52.0,1004297.37
Botafogo,347,1,1,2,6,49.0,2817685.94
Jacarepagua,193,2,2,3,19,25.0,1200144.44
Laranjeiras,327,4,5,3,13,35.0,2582305.49
Leblon,63,2,3,2,4,10.0,1650215.11
Barra da Tijuca,56,3,3,3,5,35.0,616382.09
Laranjeiras,312,1,1,2,7,11.0,3951597.89
Recreio,243,3,3,1,3,47.0,1748795.53
Santa Teresa,81,4,4,3,23,47.0,440849.81
Copacabana,315,3,5,1,5,3.0,5010812.86
Flamengo,58,3,4,3,14,56.0,520470.74
Vila Isabel,246,5,6,3,14,47.0,1383495.54
Grajau,91,2,2,1,13,22.0,662344.15
Leblon,47,2,3,2,15,27.0,790002.13
Santa Teresa,287,4,6,3,22,4.0,1821600.37
Barra da Tijuca,300,3,5,3,24,56.0,3125264.83
Barra da Tijuca,59,5,6,0,21,6.0,992133.87
Barra da Tijuca,55,1,1,3,11,55.0,579346.75
Centro,224,1,2,2,18,39.0,1481634.85
Centro,34,2,2,0,4,55.0,180755.51
Jacarepagua,267,3,3,0,22,22.0,1587508.15
Ipanema,322,5,6,2,4,53.0,5116821.15
Santa Teresa,269,3,5,1,2,25.0,2336187.64
Botafogo,99,3,5,0,20,21.0,1059225.79
Ipanema,86,1,2,2,18,20.0,1469892.45
Meier,246,3,5,2,3,57.0,1002592.3
Recreio,45,3,4,0,24,,236500.34
Centro,199,3,3,1,2,28.0,1080734.14
Grajau,170,4,4,1,1,38.0,1073404.85
Ipanema,266,3,3,3,23,33.0,4554376.8
Tijuca,90,1,3,2,5,32.0,611222.42
Jacarepagua,272,1,1,0,5,22.0,1479082.91
Laranjeiras,252,1,3,2,19,9.0,1753544.29
Centro,102,4,6,3,15,59.0,579491.08
Barra da Tijuca,140,5,6,0,13,29.0,1565809.04
Centro,46,5,6,3,24,58.0,199137.42
Santa Teresa,171,2,2,0,2,27.0,1438602.82
Jacarepagua,109,1,2,2,23,35.0,689915.92
Grajau,61,4,4,1,6,32.0,384572.63
Laranjeiras,206,1,1,2,15,57.0,1677791.91
Tijuca,209,4,4,3,8,6.0,1307337.58
Botafogo,52,2,4,3,7,31.0,494186.7
Laranjeiras,85,5,6,3,8,9.0,957773.28
Botafogo,51,4,6,3,13,52.0,397216.99
Barra da Tijuca,245,4,6,1,21,31.0,2528570.5
Botafogo,134,3,5,1,2,55.0,1092062.52
Centro,48,5,6,2,16,16.0,290537.45
Tijuca,87,3,3,0,21,9.0,755451.45
Centro,342,4,6,2,18,37.0,1446060.29
Santa Teresa,108,2,4,2,24,8.0,573727.55
Vila Isabel,247,3,3,3,0,22.0,1626346.55
Santa Teresa,177,5,5,0,9,18.0,1127802.57
Copacabana,84,2,4,0,10,13.0,899056.66
Recreio,124,1,3,0,13,7.0,728482.8
Botafogo,29,2,2,2,7,39.0,306563.72
Grajau,267,2,2,2,6,45.0,1570331.23
Flamengo,133,3,4,2,21,23.0,1361157.98
Tijuca,187,1,1,0,5,16.0,1382758.02
Meier,74,1,3,1,23,9.0,299457.65
Centro,292,2,3,1,0,40.0,1194478.7
Jacarepagua,95,3,3,0,10,48.0,424039.11
Jacarepagua,209,1,3,3,15,32.0,1005184.82
Copacabana,308,2,4,0,24,25.0,3474564.52
Recreio,256,2,4,2,19,38.0,2001278.13
Barra da Tijuca,221,1,3,1,0,54.0,2413908.95
Vila Isabel,313,2,2,3,18,59.0,1216286.32
Vila Isabel,82,2,4,2,8,11.0,523138.16
Laranjeiras,338,1,3,1,21,28.0,3377095.38
Copacabana,205,4,6,2,19,52.0,1717036.49
Vila Isabel,158,1,1,0,4,37.0,829050.59
Barra da Tijuca,108,3,4,0,9,48.0,1193091.62
Recreio,267,4,6,1,20,59.0,1762956.38
Santa Teresa,342,5,5,3,23,6.0,3258375.69
Grajau,249,3,4,3,15,36.0,1558279.41
Copacabana,35,3,5,1,5,31.0,346755.45
Barra da Tijuca,177,4,6,1,9,,1813136.54
Laranjeiras,263,5,6,3,19,39.0,2284018.6
Meier,154,2,4,2,14,6.0,892284.23
Botafogo,276,4,6,0,5,29.0,2264434.07
Jacarepagua,254,3,5,0,7,24.0,1509248.39
Vila Isabel,46,1,1,3,4,23.0,321240.57
Botafogo,206,4,4,3,11,36.0,1766217.89
Laranjeiras,80,5,5,3,11,56.0,514287.13
Laranjeiras,183,1,2,0,13,56.0,1180280.92
Grajau,149,1,2,3,23,42.0,687391.91
Tijuca,287,5,5,0,16,19.0,2736423.87
Botafogo,307,3,5,3,14,57.0,2409614.57
Meier,174,2,2,3,9,59.0,614258.39
Jacarepagua,199,4,6,1,15,,799956.89
Recreio,228,2,3,0,23,52.0,1505987.25
Laranjeiras,237,2,4,2,0,49.0,1522616.36
Laranjeiras,231,2,2,0,8,45.0,2150309.46
Botafogo,279,3,3,2,1,43.0,1967692.2
Laranjeiras,344,1,3,1,5,38.0,2087091.18
Botafogo,294,2,3,1,1,38.0,2850534.84
Recreio,68,2,3,3,14,23.0,538535.39
Copacabana,179,1,1,3,20,53.0,1678581.16
Barra da Tijuca,174,4,6,1,23,38.0,2214419.56
Santa Teresa,190,1,1,1,5,36.0,1303758.6
Recreio,196,5,6,3,17,44.0,1400034.33
Flamengo,258,1,2,1,8,4.0,2075106.45
Ipanema,161,2,2,0,7,55.0,1630474.11
Centro,110,1,2,3,15,34.0,527014.23
Barra da Tijuca,173,2,3,3,16,56.0,1464368.15
Laranjeiras,302,4,5,1,14,6.0,3097978.63
Grajau,126,1,3,0,2,14.0,604937.4
Jacarepagua,31,3,4,0,10,56.0,131184.32
Ipanema,342,4,5,2,7,41.0,4933809.01
Jacarepagua,88,3,4,1,0,38.0,425136.03
Ipanema,220,1,1,2,1,24.0,3711813.33
Recreio,285,4,6,3,11,33.0,2029513.3
Copacabana,114,1,1,0,2,32.0,1044406.4
Centro,135,1,1,3,18,,990088.53
Tijuca,116,3,3,0,1,,695034.72
Botafogo,73,2,3,0,5,30.0,848540.22
Copacabana,74,1,2,2,24,18.0,860911.16
Grajau,85,4,6,2,17,20.0,579599.56
Vila Isabel,173,3,5,3,13,46.0,902954.42
Vila Isabel,197,5,6,2,0,,1059929.05
Copacabana,30,3,3,1,1,28.0,291552.76
Barra da Tijuca,300,3,5,2,22,36.0,3600968.7
Santa Teresa,244,5,5,3,19,14.0,2444266.43
Meier,47,1,1,2,23,29.0,285205.5
Ipanema,298,2,3,1,20,33.0,5707051.13
Leblon,34,4,5,3,0,15.0,552627.74
Botafogo,207,2,2,1,20,10.0,1958256.89
Santa Teresa,176,5,6,1,11,31.0,1296194.84
Leblon,188,2,2,1,17,56.0,3604586.33
Grajau,335,3,4,1,10,27.0,1963994.41
Flamengo,326,5,6,0,18,54.0,2322553.61
Grajau,115,2,3,2,21,51.0,801250.28
Vila Isabel,213,5,6,2,24,44.0,1333934.29
Tijuca,336,1,3,1,13,53.0,2285639.57
Vila Isabel,261,2,3,3,6,24.0,1435884.43
Leblon,313,3,3,1,15,45.0,5289402.93
Tijuca,166,3,5,1,12,8.0,1447236.13
Botafogo,117,5,6,0,5,19.0,1146804.95
Ipanema,190,5,5,3,18,33.0,2827499.61
Ipanema,290,4,6,0,1,2.0,4482217.11
Leblon,326,4,5,0,10,,5388610.75
Ipanema,247,2,2,3,17,55.0,3956403.77
Barra da Tijuca,254,5,5,2,23,6.0,2762563.14
Ipanema,191,4,6,0,15,59.0,2851430.69
Copacabana,128,1,1,1,24,5.0,1499126.43
Santa Teresa,162,5,6,2,20,7.0,1332307.34
Ipanema,186,2,4,0,5,45.0,2601225.0
Ipanema,290,3,5,3,21,41.0,4433801.04
Copacabana,205,3,4,2,8,56.0,1762712.57
Ipanema,282,5,6,0,15,25.0,4456368.39
Jacarepagua,33,2,2,2,5,34.0,154010.14
Vila Isabel,271,2,4,0,13,8.0,2157486.03
Laranjeiras,189,1,1,2,16,41.0,1547408.77
Meier,349,2,2,1,22,59.0,1473726.6
Ipanema,178,1,3,0,23,35.0,2662283.74
Laranjeiras,180,3,5,2,20,55.0,1280276.52
Copacabana,66,5,6,1,13,23.0,674686.6
Centro,287,3,5,1,22,58.0,1512906.43
Recreio,252,5,5,3,2,32.0,1611848.53
Grajau,305,5,6,2,24,8.0,1522095.87
Tijuca,55,1,3,1,5,21.0,381726.9
Centro,93,3,4,0,10,29.0,479950.61
Recreio,310,3,3,2,22,4.0,2614491.63
Jacarepagua,38,2,2,0,17,53.0,206685.76
Santa Teresa,190,5,6,3,21,14.0,921552.88
Flamengo,156,2,4,0,17,40.0,1674234.08
Recreio,330,1,1,2,15,55.0,2531998.95
Recreio,303,3,3,1,4,26.0,2070186.46
Flamengo,316,2,3,2,24,36.0,2705907.87
Barra da Tijuca,118,2,2,1,15,31.0,1498872.74
Leblon,215,3,5,0,16,45.0,4274473.41
Jacarepagua,252,4,6,3,10,2.0,1422280.9
Ipanema,339,2,3,3,23,21.0,4612573.25
Leblon,27,2,4,0,11,36.0,676793.7
Recreio,342,1,1,0,4,5.0,3305636.34
Laranjeiras,140,2,4,2,4,51.0,1034445.93
Laranjeiras,66,3,4,3,17,37.0,569058.96
Botafogo,225,4,5,2,18,0.0,2949173.7
Recreio,279,2,2,0,5,0.0,2700992.61
Leblon,67,1,1,2,17,9.0,1049338.91
Laranjeiras,38,3,3,1,24,39.0,308347.45
Botafogo,316,4,5,2,13,31.0,2914723.58
Laranjeiras,328,1,1,1,24,28.0,2928653.37
Vila Isabel,75,3,3,0,3,33.0,460938.6
Flamengo,318,1,2,0,10,29.0,2088284.77
Tijuca,320,3,5,2,13,20.0,1834864.93
Santa Teresa,349,4,4,2,8,0.0,2606744.59
Flamengo,95,4,5,1,2,1.0,976805.55
Centro,213,4,6,0,11,41.0,1205682.69
Vila Isabel,348,4,5,3,8,44.0,2283940.12
Grajau,318,2,2,0,5,14.0,2030790.77
Ipanema,221,5,5,0,9,14.0,4347617.58
Grajau,89,2,4,1,10,24.0,636972.97
Laranjeiras,52,2,3,2,22,38.0,480243.19
Botafogo,109,4,4,3,12,35.0,1044706.62
Tijuca,46,2,4,2,10,33.0,284351.26
Laranjeiras,88,1,3,3,9,2.0,726666.81
Botafogo,49,4,6,2,14,25.0,418981.91
Recreio,272,4,4,3,6,45.0,1941637.74
Flamengo,216,3,3,0,21,35.0,1953035.41
Centro,193,1,1,0,10,48.0,866489.44
Grajau,288,4,4,2,10,41.0,1850672.58
Ipanema,158,1,2,3,1,53.0,2037613.8
Tijuca,155,3,4,2,22,34.0,924307.48
Santa Teresa,92,3,5,1,11,34.0,618715.56
Meier,169,4,4,1,3,33.0,884745.18
Botafogo,81,5,6,0,4,15.0,711594.73
Tijuca,216,1,3,1,9,26.0,1519057.16
